视频链接,评论页码,评论作者,评论时间,IP属地,点赞数,评论内容
https://www.bilibili.com/video/BV1h7411W7Ew,19,黄豆限流版,2020-03-09 08:38:25,,1,叫疯子都比神经病好啊？！[喜极而泣]
https://www.bilibili.com/video/BV1h7411W7Ew,19,naiweiii,2020-03-09 08:08:06,,1,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈刚刚刚刚刚哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,19,山田零,2020-03-09 03:42:28,,1,神经病[笑哭][笑哭]你怎么“骂人”啊[笑哭][笑哭]
https://www.bilibili.com/video/BV1h7411W7Ew,19,文星伊和九兔的小迷妹,2020-03-09 01:30:40,,1,看了隔壁木子的再过来有点反应不过来[笑哭][笑哭]
https://www.bilibili.com/video/BV1h7411W7Ew,19,Laaaaaaaae,2020-03-08 05:36:47,,1,神  经  病
https://www.bilibili.com/video/BV1h7411W7Ew,19,糖五i,2020-03-06 11:05:28,,1,(｀・ω・´)每次神经病一出来我就不行了哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,20,十八甜美小妈,2020-03-06 09:08:58,,1,方文山是你师傅嘛？哈哈哈哈哈[偷笑][抠鼻]
https://www.bilibili.com/video/BV1h7411W7Ew,20,辣辣辣莱西,2020-03-05 06:02:27,,1,全网最“棒”的psycho翻唱，没有之一，我本来想找点类似的，发现都没你唱的好哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,20,莎莎哆娜,2020-03-01 01:30:28,,1,好像有人在耳边说：神经病
https://www.bilibili.com/video/BV1h7411W7Ew,20,泰哥是只小暖猫,2020-03-01 01:02:46,,1,过于上头...
https://www.bilibili.com/video/BV1h7411W7Ew,20,我爱巡游气泡,2020-02-28 02:39:09,,1,您有事儿吗？
https://www.bilibili.com/video/BV1h7411W7Ew,20,我爱巡游气泡,2020-02-28 02:37:29,,1,神经病啊
https://www.bilibili.com/video/BV1h7411W7Ew,20,仓鼠种的小树苗,2020-02-27 03:20:10,,1,我觉得刚开始好像是广告，到后面就像个沙雕，然后就像中二病
https://www.bilibili.com/video/BV1h7411W7Ew,20,よくわからない눈_눈,2020-02-27 01:40:32,,1,神经病啊哈哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,20,MaddBUNNY,2020-02-27 00:48:27,,1,靠，xswl
https://www.bilibili.com/video/BV1h7411W7Ew,20,isah7,2020-02-27 00:12:44,,1,我现在听到这首歌满脑子都是神经病神经病
https://www.bilibili.com/video/BV1h7411W7Ew,20,冬兵不是抠脚兵,2020-02-26 22:05:44,,1,直译很魔鬼，论翻译的艺术啊哈哈哈哈哈，不过我真的觉得太搞笑了
https://www.bilibili.com/video/BV1h7411W7Ew,20,桂花味的旺旺雪饼,2020-02-26 21:26:25,,1,我就像个神经病
https://www.bilibili.com/video/BV1h7411W7Ew,20,嗨呀叫啥好捏,2020-02-26 07:21:47,,1,hhhh神经病啊！笑死你老娘我了
https://www.bilibili.com/video/BV1h7411W7Ew,20,Chaeyo_yu,2020-02-25 01:10:45,,1,神经病哈哈哈哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,20,游戏太难打了8,2020-02-24 05:00:57,,1,没有不搞笑 真的很搞笑哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,20,甜酒果的大宝贝,2020-02-23 10:30:12,,1,是什么原因推荐给了我，在我的首页出现[妙啊]
https://www.bilibili.com/video/BV1h7411W7Ew,20,无理方程组,2020-02-23 00:22:50,,1,很热，让我跳一下哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈为什么哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,20,DrawOurMoments,2020-02-22 23:12:09,,1,谢谢有被笑到 整个人笑到口水流出来
https://www.bilibili.com/video/BV1h7411W7Ew,20,我已经21岁啦,2020-02-22 21:01:00,,1,哈哈哈哈哈哈哈哈sjb啊哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,20,吴大大蛮,2020-02-21 11:26:54,,1,太上头了
https://www.bilibili.com/video/BV1h7411W7Ew,21,一打竹筒粽子,2020-02-21 10:34:33,,1,一神经病我就开始忍不住笑哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,21,爱吃柠檬的月亮,2020-02-21 06:45:15,,1,莫名很好听，颤颤巍巍在跑调边缘挣扎，而且居然还有和声哈哈[点赞]
https://www.bilibili.com/video/BV1h7411W7Ew,21,百元粉入我怀,2020-02-20 22:43:20,,1,所以这到底是一段什么关系啊 一会儿吵架 一会儿神经病 一会儿又好了[微笑]
https://www.bilibili.com/video/BV1h7411W7Ew,21,圆圆_的圆圆,2020-02-20 20:50:59,,1,跪求 出音频
https://www.bilibili.com/video/BV1h7411W7Ew,21,厘枚子,2020-02-20 12:39:03,,1,漫长的三分多钟，我要被笑死了[笑哭]
https://www.bilibili.com/video/BV1h7411W7Ew,21,仙女普佳艺,2020-02-20 07:30:55,,1,我真的觉得up很厉害，第一次听就被吸引，难听之中带有一丝丝好听？？然后就开始上头了[微笑]
https://www.bilibili.com/video/BV1h7411W7Ew,21,积极面的酒精棉,2020-02-20 01:48:44,,1,[热词系列_知识增加]
https://www.bilibili.com/video/BV1h7411W7Ew,21,瑜江蓠,2020-02-20 01:30:32,,1,这都快半个月过去了，脑子里依然“深井冰”哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,21,s茯茯茯茯,2020-02-19 23:58:18,,1,你让我感觉你是个神经病～神经病～哈哈哈笑死我了😂😂
https://www.bilibili.com/video/BV1h7411W7Ew,21,棠梨煎雪煎花煎鸡蛋,2020-02-19 12:47:02,,1,神经病神经病笑死哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,21,涓涓Jerrie,2020-02-19 02:53:18,,1,hhhhhhhhhhhhh笑死俺了
https://www.bilibili.com/video/BV1h7411W7Ew,21,小熊软糖太闹腾,2020-02-18 23:45:32,,1,嘿越听还越上头，你再骂！？
https://www.bilibili.com/video/BV1h7411W7Ew,21,_橙沐_,2020-02-17 23:58:04,,1,同样是中文，和下面第一个推荐的muz形成了鲜明的对比
https://www.bilibili.com/video/BV1h7411W7Ew,21,PinePineCone,2020-02-17 03:28:23,,1,哈哈哈哈哈哈哈哈哈哈哈哈 请继续更新
https://www.bilibili.com/video/BV1h7411W7Ew,21,冬瓜不甜西西爱,2020-02-17 01:11:01,,1,你再骂你再骂[tv_doge]
https://www.bilibili.com/video/BV1h7411W7Ew,21,取什么名字才不会撞,2020-02-16 20:50:05,,1,再来亿遍 up的psycho翻唱在我心中无法超越hhhh
https://www.bilibili.com/video/BV1h7411W7Ew,21,井井Sharon,2020-02-16 00:14:16,,1,上头！！神经病～
https://www.bilibili.com/video/BV1h7411W7Ew,21,不懂那星星为何会坠跌,2020-02-15 03:16:59,,1,开场就王炸！！！
https://www.bilibili.com/video/BV1h7411W7Ew,21,FH_JEAN,2020-02-15 01:13:54,,1,我忘了原来怎么唱了[喜极而泣]
https://www.bilibili.com/video/BV1h7411W7Ew,21,shivers__,2020-02-14 02:21:54,,1,神经病 神经病
https://www.bilibili.com/video/BV1h7411W7Ew,22,可乐是快乐源泉,2020-02-14 00:24:52,,1,没关系的真的太好笑了哈哈哈哈哈哈哈哈哈哈哈哈那个没关系的一出来我真的哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈。
https://www.bilibili.com/video/BV1h7411W7Ew,22,夏日0感,2020-02-13 11:03:28,,1,好上头
https://www.bilibili.com/video/BV1h7411W7Ew,22,Gyeolll,2020-02-13 09:58:07,,1,我们有点奇怪 神经病
https://www.bilibili.com/video/BV1h7411W7Ew,22,脸红的思贤日,2020-02-13 05:32:31,,1,听起来好像没跑调哈
https://www.bilibili.com/video/BV1h7411W7Ew,22,栗秋たつき,2020-02-12 22:11:31,,1,月 亮 呵 呵
https://www.bilibili.com/video/BV1h7411W7Ew,22,NETANYMYT,2020-02-12 21:55:32,,1,我听着听着。还觉得好听，怎么办[妙啊][妙啊][妙啊][妙啊]
https://www.bilibili.com/video/BV1h7411W7Ew,22,Dorothys1999,2020-02-12 21:29:58,,1,哈哈哈 这个真的给我带来2020年目前为止最大的快乐
https://www.bilibili.com/video/BV1h7411W7Ew,22,姜汁撞奶妙妙妙,2020-02-12 10:21:23,,1,看简介！当场笑过去
https://www.bilibili.com/video/BV1h7411W7Ew,22,咕噜咕噜香气四溢的汤,2020-02-12 09:44:36,,1,哈哈哈哈哈疯婆娘
https://www.bilibili.com/video/BV1h7411W7Ew,22,眠隙间雨,2020-02-12 07:55:42,,1,对不起…我尽力忍住不笑了哈哈哈哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,22,bluemingblue,2020-02-12 06:07:29,,1,你让我感觉像个神经病哈哈哈哈笑死
https://www.bilibili.com/video/BV1h7411W7Ew,22,Plato_e,2020-02-12 05:33:31,,1,我经常和朋友这么玩
https://www.bilibili.com/video/BV1h7411W7Ew,22,柒妹-,2020-02-12 04:43:01,,1,开口跪
https://www.bilibili.com/video/BV1h7411W7Ew,22,Vicky萧浅,2020-02-12 01:45:05,,1,笑昏迷了我凑
https://www.bilibili.com/video/BV1h7411W7Ew,22,Yummy拉面,2020-02-12 01:30:58,,1,第二遍了，笑蠢
https://www.bilibili.com/video/BV1h7411W7Ew,22,妈宇玩家_ing,2020-02-11 23:37:21,,1,哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,22,花梨姑娘fafa,2020-02-11 22:46:45,,1,哈哈哈哈哈哈哈哈最后一个“神经病”不行了
https://www.bilibili.com/video/BV1h7411W7Ew,22,EffulgenceB,2020-02-11 16:08:42,,1,神经病神经病哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,22,阿驴rr,2020-02-11 09:10:02,,1,真的有点匪夷所思
https://www.bilibili.com/video/BV1h7411W7Ew,22,从小就爱玩火123,2020-02-11 03:42:57,,1,我笑死了 我靠[喜极而泣]
https://www.bilibili.com/video/BV1h7411W7Ew,23,今昔兵荒,2020-02-10 20:46:25,,1,别骂了别骂了，再骂人傻了
https://www.bilibili.com/video/BV1h7411W7Ew,23,Blu-Yoosra,2020-02-10 20:36:27,,1,"就……真的……挺好听的[笑哭]
直译的精华就是整首歌全是记忆点[妙啊][妙啊]"
https://www.bilibili.com/video/BV1h7411W7Ew,23,柔荑tata,2020-02-10 19:33:04,,1,hhhhh
https://www.bilibili.com/video/BV1h7411W7Ew,23,云也云也是云耶,2020-02-10 13:41:18,,1,谢谢你让我心情变好了[喜极而泣]
https://www.bilibili.com/video/BV1h7411W7Ew,23,鹅与鸽,2020-02-10 09:25:30,,1,事实证明听不懂的歌更好听[doge][doge]
https://www.bilibili.com/video/BV1h7411W7Ew,23,mu_z527,2020-02-10 07:14:16,,1,啊妈呀笑到肚子痛死了up给我医药费😂
https://www.bilibili.com/video/BV1h7411W7Ew,23,短头发的推总,2020-02-10 05:59:12,,1,哈哈哈哈好爱这个版本哦哈哈哈哈啊哈
https://www.bilibili.com/video/BV1h7411W7Ew,23,草莓啵啵勋,2020-02-09 23:54:42,,1,我感觉我像个神经病[笑哭]
https://www.bilibili.com/video/BV1h7411W7Ew,23,Pyrrhura,2020-02-09 22:46:51,,1,吓得我直接三连怕了怕了hhhhhh
https://www.bilibili.com/video/BV1h7411W7Ew,23,叫我仪仪,2020-02-09 20:06:05,,1,挖槽我肚子好痛笑死啊啊啊啊啊啊啊啊啊啊啊啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,23,__子潇,2020-02-09 11:47:47,,1,我靠我笑到落泪哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,23,沃德梆摁,2020-02-09 11:28:23,,1,我居然听完了整首[无语]
https://www.bilibili.com/video/BV1h7411W7Ew,23,小熊不会看月亮_,2020-02-09 10:14:09,,1,开头暴击哈哈哈哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,23,KrystalLee_,2020-02-09 09:52:52,,1,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,23,爱刷碗的孙老师,2020-02-09 09:40:40,,1,嘿，现在我们没事了[囧][囧]
https://www.bilibili.com/video/BV1h7411W7Ew,23,好好睡觉SOS,2020-02-09 09:13:33,,1,psycho翻译成疯子好唱一点吧，😂😂😂
https://www.bilibili.com/video/BV1h7411W7Ew,23,多多糖拿铁,2020-02-09 07:45:25,,1,psycho还真的是神经病的意思 哈哈哈哈哈哈[微笑]
https://www.bilibili.com/video/BV1h7411W7Ew,23,玻璃心vane,2020-02-09 07:40:02,,1,哈哈哈哈哈，还有颤音，笑死
https://www.bilibili.com/video/BV1h7411W7Ew,23,Lele丶眠,2020-02-09 07:34:21,,1,啊～啊～
https://www.bilibili.com/video/BV1h7411W7Ew,23,云_杉,2020-02-09 04:51:35,,1,好像有人抓住我的衣领，眼神恶狠狠的把嘴靠近我的耳边说：深井冰
https://www.bilibili.com/video/BV1h7411W7Ew,24,油茶爱困觉,2020-02-09 02:32:59,,1,你让我感觉像个神经病，神经病（？妈有人骂我）
https://www.bilibili.com/video/BV1h7411W7Ew,24,绞尽脑汁的新昵称,2020-02-08 23:58:18,,1,是谁顶上我首页的！报复社会？给我出来！
https://www.bilibili.com/video/BV1h7411W7Ew,24,Timecompanion,2020-02-08 19:43:43,,1,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈看一次笑一次
https://www.bilibili.com/video/BV1h7411W7Ew,24,请叫我Daddy哦,2020-02-08 15:18:36,,1,大晚上睡不着，脑子里都是这个魔性的旋律……最后忍不住又打开循环了……
https://www.bilibili.com/video/BV1h7411W7Ew,24,请叫我Daddy哦,2020-02-08 15:14:51,,1,太上头了……
https://www.bilibili.com/video/BV1h7411W7Ew,24,尾田荣八郎,2020-02-08 11:27:09,,1,听着听着就觉得害挺好听的
https://www.bilibili.com/video/BV1h7411W7Ew,24,LizardC,2020-02-08 10:22:45,,1,我又来了[热词系列_吹爆]
https://www.bilibili.com/video/BV1h7411W7Ew,24,奶椰饼干罐,2020-02-08 09:36:28,,1,还我黄旭熙哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,24,麻辣19433,2020-02-08 09:13:04,,1,我要笑死了
https://www.bilibili.com/video/BV1h7411W7Ew,24,不加r的小软糖,2020-02-08 08:45:24,,1,你让我感觉像个神经病
https://www.bilibili.com/video/BV1h7411W7Ew,24,板儿牙-,2020-02-08 06:32:41,,1,说他跑调叭但都在调上[tv_闭嘴]
https://www.bilibili.com/video/BV1h7411W7Ew,24,zhen2yu,2020-02-08 06:22:06,,1,建议别看mv 只听就够了 以免笑死
https://www.bilibili.com/video/BV1h7411W7Ew,24,jsss25,2020-02-08 02:33:24,,1,看了无数遍[喜极而泣]
https://www.bilibili.com/video/BV1h7411W7Ew,24,Luo子hannn,2020-02-07 12:49:45,,1,我听好多遍了……上头
https://www.bilibili.com/video/BV1h7411W7Ew,24,云大云家,2020-02-07 08:32:13,,1,太搞笑了[偷笑][偷笑][偷笑]
https://www.bilibili.com/video/BV1h7411W7Ew,24,Beomtorui,2020-02-07 08:27:57,,1,这词烫嘴哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,24,Xiyuuuuuu,2020-02-07 08:13:07,,1,我觉得开头在骂我
https://www.bilibili.com/video/BV1h7411W7Ew,24,村儿里姑娘小方,2020-02-07 07:28:36,,1,竟觉得有些好听[无语][无语]
https://www.bilibili.com/video/BV1h7411W7Ew,24,月见栖山,2020-02-07 06:43:29,,1,神仙up啊哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,24,悲伤乌龙茶_,2020-02-07 01:37:53,,1,我们没事了[喜极而泣][喜极而泣][喜极而泣]
https://www.bilibili.com/video/BV1h7411W7Ew,25,青舆之息,2020-02-06 17:28:47,,1,建议把傻瓜改成傻b 这样和神经病比较押韵[害羞]
https://www.bilibili.com/video/BV1h7411W7Ew,25,在座的各位都是狼灭,2020-02-06 16:07:03,,1,半夜笑出声来
https://www.bilibili.com/video/BV1h7411W7Ew,25,一抹皎洁,2020-02-06 12:50:05,,1,每 日 一 遍
https://www.bilibili.com/video/BV1h7411W7Ew,25,蔺西,2020-02-06 12:23:07,,1,结尾我特么[大笑][大笑][大笑][大笑][大笑]笑昏古去…
https://www.bilibili.com/video/BV1h7411W7Ew,25,停云时雨-,2020-02-06 11:51:55,,1,因为你，我去听了原版，并且循环播放了好多遍这首歌[笑哭]
https://www.bilibili.com/video/BV1h7411W7Ew,25,无DD-,2020-02-06 10:06:10,,1,神经病 笑死我了
https://www.bilibili.com/video/BV1h7411W7Ew,25,Fiya的日常,2020-02-06 04:37:24,,1,神经病神经病，哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,25,本格无差,2020-02-06 04:19:29,,1,你们点赞是不是不想自己一个人快乐[无语]它为什么会出现在我首页，太绝了这个[捂脸]
https://www.bilibili.com/video/BV1h7411W7Ew,25,别说废话浪费时间,2020-02-06 04:12:54,,1,在空间过来的[笑哭][笑哭][笑哭][笑哭]
https://www.bilibili.com/video/BV1h7411W7Ew,25,Sophion,2020-02-06 03:24:14,,1,神经病你怎么骂人呢！
https://www.bilibili.com/video/BV1h7411W7Ew,25,肥肉byebye,2020-02-06 00:31:28,,1,"裴姐：嘿现在我们没事了
我：我有事了……"
https://www.bilibili.com/video/BV1h7411W7Ew,25,Cocernut,2020-02-05 22:56:25,,1,哈哈哈哈强烈推荐kill this love 的中文版！！
https://www.bilibili.com/video/BV1h7411W7Ew,25,帕岛第一美人,2020-02-05 22:41:56,,1,不知如何是好，为了安慰你，给你一脚是什么鬼啊[笑哭][笑哭][笑哭][笑哭]
https://www.bilibili.com/video/BV1h7411W7Ew,25,落婳祎,2020-02-05 12:35:49,,1,怎么办，我无缘无故被骂神经病，要不要怼回去
https://www.bilibili.com/video/BV1h7411W7Ew,25,疯子FSX,2020-02-05 12:13:54,,1,哈哈哈哈哈哈哈哈哈哈哈！！！！！神经病！！！
https://www.bilibili.com/video/BV1h7411W7Ew,25,DZan的频道,2020-02-05 12:17:42,,1,半夜憋笑憋得腹肌都要练出来了
https://www.bilibili.com/video/BV1h7411W7Ew,25,条爹,2020-02-05 08:07:19,,1,总感觉他在骂我
https://www.bilibili.com/video/BV1h7411W7Ew,25,ahh哈hha,2020-02-05 07:51:18,,1,这个团的歌怎么骂人啊[doge]
https://www.bilibili.com/video/BV1h7411W7Ew,25,稀糖まゆゆ,2020-02-05 04:47:56,,1,哈哈哈哈哈哈哈哈哈哈笑到抽搐
https://www.bilibili.com/video/BV1h7411W7Ew,25,JOY99j,2020-02-05 04:31:59,,1,神经病啊哈哈哈哈哈哈哈哈哈哈[doge][doge][doge][doge][doge]
https://www.bilibili.com/video/BV1h7411W7Ew,26,大迪春,2020-02-05 04:27:43,,1,up猪 可以试一试EXO的网球宝....[妙啊]
https://www.bilibili.com/video/BV1h7411W7Ew,26,pzooxn_,2020-02-05 03:54:11,,1,我想知道up主是怎么平静地唱完的[喜极而泣]
https://www.bilibili.com/video/BV1h7411W7Ew,26,阿喵松月,2020-02-05 01:51:27,,1,宅疯了吗？这是？[喜极而泣]这是诠释了什么叫神经病吗？哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,26,傅弈Loey,2020-02-05 00:41:05,,1,笑死我了吧哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,26,NeeTon,2020-02-04 23:25:09,,1,我被洗脑了听了两次都快会唱了，up主害人不浅
https://www.bilibili.com/video/BV1h7411W7Ew,26,小啃_,2020-02-04 21:30:55,,1,哈哈哈哈哈哈哈哈h哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,26,石楠花液体,2020-02-04 16:22:12,,1,很               热
https://www.bilibili.com/video/BV1h7411W7Ew,26,赶快睡西八,2020-02-04 08:53:14,,1,你再骂！
https://www.bilibili.com/video/BV1h7411W7Ew,26,豆稀宝宝,2020-02-04 06:55:56,,1,哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,26,岭上云至洛邑雪,2020-02-04 06:36:26,,1,哈哈哈哈哈哈哈哈哈哈哈哈哈神经病啊
https://www.bilibili.com/video/BV1h7411W7Ew,26,月半帆多喝水,2020-02-04 06:27:32,,1,我竟然听完了全首哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,26,光荣-与传说,2020-02-04 06:22:32,,1,@我是一只狮砸
https://www.bilibili.com/video/BV1h7411W7Ew,26,nxseven,2020-02-04 05:22:09,,1,上头啊，太上头了。哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,26,ZQP177,2020-02-04 05:15:41,,1,"两个硬币拿走，啥话都没有，oh year
[抠鼻][抠鼻][抠鼻][抠鼻][抠鼻][抠鼻][抠鼻]"
https://www.bilibili.com/video/BV1h7411W7Ew,26,汽水瓶环保处理,2020-02-04 04:36:42,,1,笑到裂开
https://www.bilibili.com/video/BV1h7411W7Ew,26,ッシ詩,2020-02-04 04:26:39,,1,我靠！有毒啊！真是神经病！[笑哭][笑哭]
https://www.bilibili.com/video/BV1h7411W7Ew,26,宮脇咲良滴小可爱,2020-02-04 04:21:29,,1,哈哈哈哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,26,是只小猫猫,2020-02-04 04:15:24,,1,我现在觉的中文三大山脉的词。。。嗯。。实际上也挺贴切的[抠鼻]听不懂真的太好了
https://www.bilibili.com/video/BV1h7411W7Ew,26,帅哥解元保佑我,2020-02-04 04:03:31,,1,你没关系了我现在关系挺大[微笑]
https://www.bilibili.com/video/BV1h7411W7Ew,26,蛇院的蓝锥易拉罐,2020-02-04 04:00:22,,1,这是鬼畜的吧[喜极而泣][喜极而泣][喜极而泣]笑疯了[喜极而泣][喜极而泣]
https://www.bilibili.com/video/BV1h7411W7Ew,27,A慈母守中线A,2020-02-04 03:54:20,,1,你怎么骂人呢
https://www.bilibili.com/video/BV1h7411W7Ew,27,大B女王,2020-02-04 03:28:51,,1,我的热评为什么被人举报了？？？ 我：淦
https://www.bilibili.com/video/BV1h7411W7Ew,27,ovouoiono,2020-02-04 03:02:59,,1,很热 让我跳一下哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,27,oui_BeOmGyU,2020-02-04 02:41:34,,1,[热词系列_吹爆]
https://www.bilibili.com/video/BV1h7411W7Ew,27,凌晨攻守,2020-02-04 02:09:13,,1,哈哈哈哈哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,27,小O姥姥,2020-02-04 00:41:08,,1,哈哈哈哈哈哈哈哈哈哈哈哈狗头给我笑掉
https://www.bilibili.com/video/BV1h7411W7Ew,27,9emen1,2020-02-04 00:33:41,,1,伊桑诶！！
https://www.bilibili.com/video/BV1h7411W7Ew,27,MY-ONC-EXOL,2020-02-03 23:01:54,,1,😂😂😂😂😂😂
https://www.bilibili.com/video/BV1h7411W7Ew,27,todayissssss,2020-02-03 22:28:09,,1,神经病神经病！！
https://www.bilibili.com/video/BV1h7411W7Ew,27,和蛋黄酱拼了,2020-02-03 21:31:05,,1,谨以此歌献给黄冠亨[tv_doge]
https://www.bilibili.com/video/BV1h7411W7Ew,27,又一个神经病,2020-02-03 21:11:32,,1,哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,27,一只熊的老婆,2020-02-03 11:52:29,,1,"我一个自认为唱歌还行的人,想把调拉回来，结果不可能[笑哭]"
https://www.bilibili.com/video/BV1h7411W7Ew,27,昌索比的小女友,2020-02-03 11:45:54,,1,瞬间把这首歌唱成了村口唱大戏的[喜极而泣][doge][doge]
https://www.bilibili.com/video/BV1h7411W7Ew,27,今晚吃梅菜扣肉,2020-02-03 11:39:08,,1,脑袋里回响着：神经病～神经病～
https://www.bilibili.com/video/BV1h7411W7Ew,27,拒绝与人交流,2020-02-03 11:28:19,,1,我笑到流口水
https://www.bilibili.com/video/BV1h7411W7Ew,27,半鱼鱼-L,2020-02-03 11:09:09,,1,笑笑，又被谢到！
https://www.bilibili.com/video/BV1h7411W7Ew,27,我好想飲早茶,2020-02-03 11:00:42,,1,笑死我了笑死我了笑死我了笑死我了笑死我了
https://www.bilibili.com/video/BV1h7411W7Ew,27,兔噶的,2020-02-03 10:47:48,,1,"神经病啊哈哈哈哈哈哈哈哈哈哈哈哈
好丧的唱法[囧][笑哭]"
https://www.bilibili.com/video/BV1h7411W7Ew,27,风尾草,2020-02-03 10:44:02,,1,还有颤音 绝了哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,27,奶油南瓜挞,2020-02-03 10:37:05,,1,我要笑死了哈哈哈哈哈哈！！！！
https://www.bilibili.com/video/BV1h7411W7Ew,28,一朵MeU牌长春花,2020-02-03 10:32:35,,1,笑死我了哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,28,取名废物Re,2020-02-03 09:34:55,,1,来来来 看n遍了[大笑][大笑]
https://www.bilibili.com/video/BV1h7411W7Ew,28,珍的很特别,2020-02-03 09:19:47,,1,求傻帽作词家的心理阴影[doge]
https://www.bilibili.com/video/BV1h7411W7Ew,28,空格子,2020-02-03 08:16:37,,1,是个人才！金炸煎饼你也安排一下吧
https://www.bilibili.com/video/BV1h7411W7Ew,28,顾玖零,2020-02-03 08:09:39,,1,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈笑到打鸣
https://www.bilibili.com/video/BV1h7411W7Ew,28,SYXSY,2020-02-03 07:26:54,,1,我不行了[喜极而泣]
https://www.bilibili.com/video/BV1h7411W7Ew,28,请叫我沙雕沙,2020-02-03 06:43:46,,1,笑死我了，神经病啊(*｀Ω´*)v[偷笑]
https://www.bilibili.com/video/BV1h7411W7Ew,28,Lin-naaaa,2020-02-03 06:11:03,,1,很魔性啊，不知道为什么听完了，甚至想二刷[笑哭]
